Complexity metrics,星期日, 29 十一月 2015 12:47:30 CST
Method,eV(g),iV(g),V'(g),V(g)
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.FieldData.setSkipValidation(boolean)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.FieldWrapper.getFields()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.FieldWrapper.serialize()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.FieldWrapper.setFields(ArrayList<FieldDTO>)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.OperatorDTO.getFieldType()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.OperatorDTO.getLabel()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.OperatorDTO.getName()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.OperatorDTO.setFieldType(String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.OperatorDTO.setLabel(String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.OperatorDTO.setName(String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.OptionsDTO.getLabel()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.OptionsDTO.getName()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.OptionsDTO.setLabel(String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.dto.OptionsDTO.setName(String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.enums.AbstractRuleBuilderEnumOptionsExtensionListener.getOptionValues()",2,4,4,4
"org.broadleafcommerce.openadmin.web.rulebuilder.enums.AbstractRuleBuilderEnumOptionsExtensionListener.getTypes(Class<? extends BroadleafEnumerationType>)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.enums.RuleBuilderEnumOptionsExtensionManager.getListeners()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.enums.RuleBuilderEnumOptionsExtensionManager.getOptionValues()",1,2,2,2
"org.broadleafcommerce.openadmin.web.rulebuilder.enums.RuleBuilderEnumOptionsExtensionManager.setListeners(List<RuleBuilderEnumOptionsExtensionListener>)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.enums.RuleBuilderEnumOptionsResourceHandler.canHandle(String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.enums.RuleBuilderEnumOptionsResourceHandler.getFileContents(String,List<Resource>)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.enums.RuleBuilderEnumOptionsResourceHandler.isCachedResourceExpired(GeneratedResource,String,List<Resource>)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.Group.getIsTopGroup()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.Group.getOperatorType()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.Group.getPhrases()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.Group.getSubGroups()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.Group.setIsTopGroup(Boolean)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.Group.setOperatorType(BLCOperator)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.GroupingTranslator.compilePhrases(String,Group,boolean)",3,4,15,10
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.GroupingTranslator.createGroups(String)",2,1,2,2
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.GroupingTranslator.findGroupEnd(String,int)",5,4,5,5
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.GroupingTranslator.findGroupStart(String,int)",4,2,4,4
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.GroupingTranslator.parseGroups(Group,String)",4,9,14,11
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.GroupingTranslator.setGroupOperator(String,Group,boolean,boolean,boolean)",3,5,7,6
"org.broadleafcommerce.openadmin.web.rulebuilder.grouping.GroupingTranslator.stripWhiteSpace(String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldService.afterPropertiesSet()",1,4,5,4
"org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldService.buildFields()",1,2,2,2
"org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldService.clone()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldService.getField(String)",3,3,3,3
"org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldService.getFields()",1,4,4,4
"org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldService.getSecondaryFieldType(String)",4,4,4,4
"org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldService.getSupportedFieldType(String)",4,4,4,4
"org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldService.setApplicationContext(ApplicationContext)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldService.setFields(List<FieldData>)",8,11,13,12
"org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldService.setRuleBuilderFieldServiceExtensionManager(RuleBuilderFieldServiceExtensionManager)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldServiceExtensionHandler.addFields(List<FieldData>,String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.service.RuleBuilderFieldServiceExtensionManager.RuleBuilderFieldServiceExtensionManager()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.service.RuleBuilderFieldServiceFactoryImpl.createInstance(String)",3,3,3,3
"org.broadleafcommerce.openadmin.web.rulebuilder.service.RuleBuilderFieldServiceFactoryImpl.getFieldServices()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.service.RuleBuilderFieldServiceFactoryImpl.setFieldServices(List<RuleBuilderFieldService>)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.statement.Expression.getField()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.statement.Expression.getOperator()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.statement.Expression.getValue()",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.statement.Expression.setField(String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.statement.Expression.setOperator(BLCOperator)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.statement.Expression.setValue(String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.statement.PhraseTranslator.createExpression(String)",3,17,25,21
"org.broadleafcommerce.openadmin.web.rulebuilder.statement.PhraseTranslator.extractComponents(String)",8,9,11,11
"org.broadleafcommerce.openadmin.web.rulebuilder.statement.PhraseTranslator.extractProjection(String[])",1,2,2,2
"org.broadleafcommerce.openadmin.web.rulebuilder.statement.PhraseTranslator.extractSpecialComponents(String[],String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.rulebuilder.statement.PhraseTranslator.getOperator(String,String,String,boolean,boolean,boolean)",37,36,56,37
"org.broadleafcommerce.openadmin.web.service.AbstractFormBuilderExtensionHandler.addAdditionalFormActions(EntityForm)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.AbstractFormBuilderExtensionHandler.modifyDetailEntityForm(EntityForm)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.AbstractFormBuilderExtensionHandler.modifyListGridRecord(String,ListGridRecord,Entity)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.AbstractFormBuilderExtensionHandler.modifyPopulatedEntityForm(EntityForm,Entity)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.AbstractFormBuilderExtensionHandler.modifyUnpopulatedEntityForm(EntityForm)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderExtensionManager.FormBuilderExtensionManager()",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderExtensionManager.continueOnHandled()",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.addAdditionalFormActions(EntityForm)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.addDeleteActionIfAllowed(EntityForm,ClassMetadata,Entity)",1,4,5,5
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.buildAdornedListForm(AdornedTargetCollectionMetadata,AdornedTargetList,String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.buildAdornedListForm(AdornedTargetCollectionMetadata,AdornedTargetList,String,EntityForm)",1,4,4,4
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.buildCollectionListGrid(String,DynamicResultSet,Property,String,List<SectionCrumb>)",11,31,37,34
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.buildMainListGrid(DynamicResultSet,ClassMetadata,String,List<SectionCrumb>)",1,6,6,6
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.buildMapForm(MapMetadata,MapStructure,ClassMetadata,String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.buildMapForm(MapMetadata,MapStructure,ClassMetadata,String,EntityForm)",2,6,6,6
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.buildMsgForDefValException(String,BasicFieldMetadata,String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.convertJsonToDataWrapper(String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.createEntityForm(ClassMetadata,Entity,List<SectionCrumb>)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.createEntityForm(ClassMetadata,Entity,Map<String, DynamicResultSet>,List<SectionCrumb>)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.createEntityForm(ClassMetadata,List<SectionCrumb>)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.createHeaderField(Property,BasicFieldMetadata)",1,2,2,2
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.createListGrid(String,List<Field>,Type,DynamicResultSet,String,int,String,List<SectionCrumb>)",1,11,11,11
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.createStandardEntityForm()",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.extractDefaultValueFromFieldData(String,BasicFieldMetadata)",8,8,10,8
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.extractSectionIdentifierFromCrumb(List<SectionCrumb>)",2,2,3,2
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.getFormHiddenVisibilities()",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.getGridHiddenVisibilities()",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.getSecurityClassname(EntityForm,ClassMetadata)",5,5,5,5
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.isDerivedField(Field,Field,Property)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.populateAdornedEntityFormFields(EntityForm,Entity,AdornedTargetList)",1,3,4,3
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.populateDropdownToOneFields(EntityForm,ClassMetadata)",5,11,12,11
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.populateEntityForm(ClassMetadata,Entity,EntityForm,List<SectionCrumb>)",1,2,2,2
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.populateEntityForm(ClassMetadata,Entity,Map<String, DynamicResultSet>,EntityForm,List<SectionCrumb>)",4,6,8,8
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.populateEntityForm(ClassMetadata,EntityForm,List<SectionCrumb>)",1,2,2,2
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.populateEntityFormFieldValues(ClassMetadata,Entity,EntityForm)",1,13,18,14
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.populateEntityFormFields(EntityForm,Entity)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.populateEntityFormFields(EntityForm,Entity,boolean,boolean)",1,5,5,5
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.populateMapEntityFormFields(EntityForm,Entity)",1,2,3,2
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.removeNonApplicableFields(ClassMetadata,EntityForm,String)",1,3,3,3
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.setEntityFormFields(EntityForm,List<Property>)",1,14,16,15
"org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl.setReadOnlyState(EntityForm,ClassMetadata,Entity)",5,6,10,9
"org.broadleafcommerce.openadmin.web.service.ListGridErrorMessageExtensionManager.ListGridErrorMessageExtensionManager()",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.MediaBuilderServiceImpl.convertJsonToMedia(String,Class<?>)",2,2,3,2
"org.broadleafcommerce.openadmin.web.service.SearchFieldResolverImpl.resolveField(String)",4,1,4,4
"org.broadleafcommerce.openadmin.web.service.TranslationFormAction.TranslationFormAction()",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.TranslationFormAction.TranslationFormAction(String,String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.TranslationFormAction.equals(Object)",7,2,7,7
"org.broadleafcommerce.openadmin.web.service.TranslationFormAction.getFriendlyType()",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.TranslationFormAction.getInstance(String)",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.TranslationFormAction.getType()",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.TranslationFormAction.hashCode()",1,1,1,1
"org.broadleafcommerce.openadmin.web.service.TranslationFormAction.setType(String)",2,2,2,2
"org.broadleafcommerce.openadmin.web.service.TranslationFormBuilderServiceImpl.buildListGrid(List<Translation>,boolean)",1,2,2,2
"org.broadleafcommerce.openadmin.web.service.TranslationFormBuilderServiceImpl.buildTranslationForm(TranslationForm,TranslationFormAction)",1,2,2,2
"org.broadleafcommerce.openadmin.web.service.TranslationFormBuilderServiceImpl.getLocaleField(String)",1,3,3,3
"org.broadleafcommerce.openadmin.web.service.TranslationFormBuilderServiceImpl.getLocalizedEditToViewMessage()",2,2,3,2
"org.broadleafcommerce.profile.core.dao.AddressDaoImpl.create()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.AddressDaoImpl.delete(Address)",1,2,2,2
"org.broadleafcommerce.profile.core.dao.AddressDaoImpl.readAddressById(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.AddressDaoImpl.save(Address)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.ChallengeQuestionDaoImpl.readChallengeQuestionById(long)",1,1,2,1
"org.broadleafcommerce.profile.core.dao.ChallengeQuestionDaoImpl.readChallengeQuestions()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.ChallengeQuestionDaoImpl.saveChallengeQuestion(ChallengeQuestion)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CountryDaoImpl.findCountries()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CountryDaoImpl.findCountryByAbbreviation(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CountryDaoImpl.save(Country)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CountrySubdivisionDaoImpl.create()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CountrySubdivisionDaoImpl.findSubdivisionByAbbreviation(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CountrySubdivisionDaoImpl.findSubdivisions()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CountrySubdivisionDaoImpl.findSubdivisions(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CountrySubdivisionDaoImpl.findSubdivisionsByCountryAndCategory(String,String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CountrySubdivisionDaoImpl.save(CountrySubdivision)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerAddressDaoImpl.create()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerAddressDaoImpl.deleteCustomerAddressById(Long)",1,2,2,2
"org.broadleafcommerce.profile.core.dao.CustomerAddressDaoImpl.findDefaultCustomerAddress(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerAddressDaoImpl.makeCustomerAddressDefault(Long,Long)",1,2,2,2
"org.broadleafcommerce.profile.core.dao.CustomerAddressDaoImpl.readActiveCustomerAddressesByCustomerId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerAddressDaoImpl.readCustomerAddressById(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerAddressDaoImpl.save(CustomerAddress)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerDaoImpl.create()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerDaoImpl.delete(Customer)",1,2,2,2
"org.broadleafcommerce.profile.core.dao.CustomerDaoImpl.readCustomerByEmail(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerDaoImpl.readCustomerById(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerDaoImpl.readCustomerByUsername(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerDaoImpl.readCustomerByUsername(String,Boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerDaoImpl.readCustomersByEmail(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerDaoImpl.readCustomersByUsername(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerDaoImpl.readCustomersByUsername(String,Boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerDaoImpl.save(Customer)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerForgotPasswordSecurityTokenDaoImpl.readToken(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerForgotPasswordSecurityTokenDaoImpl.readUnusedTokensByCustomerId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerForgotPasswordSecurityTokenDaoImpl.saveToken(CustomerForgotPasswordSecurityToken)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerPaymentDaoImpl.create()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerPaymentDaoImpl.deleteCustomerPaymentById(Long)",1,2,2,2
"org.broadleafcommerce.profile.core.dao.CustomerPaymentDaoImpl.readCustomerPaymentById(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerPaymentDaoImpl.readCustomerPaymentByToken(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerPaymentDaoImpl.readCustomerPaymentsByCustomerId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerPaymentDaoImpl.save(CustomerPayment)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerPhoneDaoImpl.create()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerPhoneDaoImpl.deleteCustomerPhoneById(Long)",1,2,2,2
"org.broadleafcommerce.profile.core.dao.CustomerPhoneDaoImpl.findDefaultCustomerPhone(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerPhoneDaoImpl.makeCustomerPhoneDefault(Long,Long)",1,2,2,2
"org.broadleafcommerce.profile.core.dao.CustomerPhoneDaoImpl.readActiveCustomerPhonesByCustomerId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerPhoneDaoImpl.readAllCustomerPhonesByCustomerId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerPhoneDaoImpl.readCustomerPhoneById(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.CustomerPhoneDaoImpl.save(CustomerPhone)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.IdGenerationDaoImpl.findNextId(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.IdGenerationDaoImpl.findNextId(String,Long)",1,8,8,8
"org.broadleafcommerce.profile.core.dao.IdGenerationDaoImpl.getDefaultBatchSize()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.IdGenerationDaoImpl.getDefaultBatchStart()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.IdGenerationDaoImpl.setDefaultBatchSize(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.IdGenerationDaoImpl.setDefaultBatchStart(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.PhoneDaoImpl.create()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.PhoneDaoImpl.readPhoneById(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.PhoneDaoImpl.save(Phone)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.RoleDaoImpl.addRoleToCustomer(CustomerRole)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.RoleDaoImpl.readAddressById(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.RoleDaoImpl.readCustomerRolesByCustomerId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.RoleDaoImpl.readRoleByName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.RoleDaoImpl.removeCustomerRolesByCustomerId(Long)",1,2,2,2
"org.broadleafcommerce.profile.core.dao.StateDaoImpl.create()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.StateDaoImpl.findCountries()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.StateDaoImpl.findCountryByShortName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.StateDaoImpl.findStateByAbbreviation(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.StateDaoImpl.findStates()",1,1,1,1
"org.broadleafcommerce.profile.core.dao.StateDaoImpl.findStates(String)",1,1,1,1
"org.broadleafcommerce.profile.core.dao.StateDaoImpl.save(State)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,1,2,2
"org.broadleafcommerce.profile.core.domain.AddressImpl.equals(Object)",47,16,48,47
"org.broadleafcommerce.profile.core.domain.AddressImpl.getAddressLine1()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getAddressLine2()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getAddressLine3()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getCity()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getCompanyName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getCountry()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getCounty()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getEmailAddress()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getFax()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getFirstName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getFullName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getIsoCountryAlpha2()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getIsoCountrySubdivision()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getLastName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getPhoneFax()",1,1,2,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getPhonePrimary()",1,1,2,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getPhoneSecondary()",1,1,2,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getPostalCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getPrimaryPhone()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getSecondaryPhone()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getStandardized()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getState()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getStateProvinceRegion()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getTokenizedAddress()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getVerificationLevel()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.getZipFour()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.isActive()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.isBusiness()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.isDefault()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.isMailing()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.isStreet()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setActive(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setAddressLine1(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setAddressLine2(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setAddressLine3(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setBusiness(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setCity(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setCompanyName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setCountry(Country)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setCounty(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setDefault(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setEmailAddress(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setFax(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setFirstName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setFullName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setIsoCountryAlpha2(ISOCountry)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setIsoCountrySubdivision(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setLastName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setMailing(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setPhoneFax(Phone)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setPhonePrimary(Phone)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setPhoneSecondary(Phone)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setPostalCode(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setPrimaryPhone(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setSecondaryPhone(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setStandardized(Boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setState(State)",1,1,1,1
